STT,Trích yếu,Số đến,Số ký hiệu,Ngày văn bản,Ngày đến,Đơn vị ban hành,Nội dung,Ngày hết hạn,Người xử lý cuối,Thời gian xử lý,Số hồ sơ,Mã hồ sơ,Ghi chú
526,"V/v tăng cường công tác chấp hành quy định pháp luật về quy hoạch, đầu tư, xây dựng, đất đai các cụm công nghiệp trên địa bàn Thành phố",1635,1188/UBND-KTN,22/04/2024,26/04/2024,UBND thành phố Hà Nội,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Nguyễn Văn Tập (nguyenvantap_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). Phòng Quản lý đô thị; 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Văn Thư phòng QLĐT,Khuất Duy Biên",,,,
524,BẢNG TỔNG HỢP BÁO CÁO PHƯƠNG TIỆN VẬN TẢI HIỆN CÓ TRÊN ĐỊA BÀN XÃ HIỆP THUẬN,1639,13,22/04/2024,26/04/2024,Xã Hiệp Thuận,"Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Đồng gửi: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Trình Lãnh đạo Phòng",,Đặng Hoàng Giang,,,,
752,"V/v thông báo kết quả thẩm định điều chỉnh Báo cáo kinh tế - kỹ thuật đầu tư xây dựng dự án: Xây dựng nền, mặt đường và rãnh thoát nước ngõ xóm tổ dân phố số 1,2,3,4 thị trấn Phúc Thọ",,98/QLĐT-TĐ,22/04/2024,,Quản lý đô thị,,,,,,,
753,"Vv thông báo kết quả thẩm định điều chỉnh báo cáo kinh tế kỹ thuật đầu tư xây dựng dự án Xây dựng nền, mặt đường và rãnh thoát nước ngõ xóm tổ dân phố số 1,2,3,4 thị trấn Phúc Thọ",,98/QLĐT,22/04/2024,,Quản lý đô thị,,,,,,,
525,"Vv thông báo kết quả thẩm định điều chỉnh báo cáo kinh tế kỹ thuật đầu tư xây dựng dự án Xây dựng nền, mặt đường và rãnh thoát nước ngõ xóm tổ dân phố số 1,2,3,4 thị trấn Phúc Thọ",98,98/QLDT,22/04/2024,,Phòng Quản lý đô thị,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). Thị Trấn Phúc Thọ; 
: Phát hành",,Vũ Hữu Dũng,03/06/2024 08:20,,,
523,V/v tổ chức trực và báo cáo tình hình dịp nghỉ lễ 30/4 và 01/5/2024,1621,891/UBND,23/04/2024,25/04/2024,UBND huyện Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Nguyễn Văn Tập (nguyenvantap_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh,Khuất Duy Biên",,,,
522,Báo cáo công tác quản lý trật tự xây dựng trên địa bàn huyện Phúc Thọ giai đoạn từ 01/01/2021 - 29/02/2024,187,187/BC-UBND,23/04/2024,23/04/2024,UBND huyện Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh,Khuất Duy Biên",,,,
520,TTr 25 thẩm định quy hoạch xây dựng đến năm 2030 tỷ lệ 1/5000 xã Tam Hiệp,1943,25/TTr,23/04/2024,16/05/2024,Xã Tam Hiệp,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Vũ Hữu Dũng,17/05/2024 08:07,,,
519,"Quy định thí điểm giao quyền, trách nhiệm cho người đứng đầu trong công tác cán bộ",1857,142-QĐ/TW,23/04/2024,11/05/2024,Ban Chấp hành Trung ương,"Đồng gửi: Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Văn Thư phòng QLĐT (nguyenlananh_hphuctho). 
: Chuyển tiếp văn bản

Đồng xử lý: Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Nguyễn Văn Tập (nguyenvantap_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Nguyễn Văn Tập,13/05/2024 20:10,,,
754,V/v thông báo kết quả thẩm định điều chỉnh thiết kế xây dựng triển khai sau thiết kế cơ sở dự án: Kiên cố hóa đường giao thông trục chính nội đồng xã Thanh Đa,,101/QLĐT-TĐ,23/04/2024,,Quản lý đô thị,,,,,,,
521,V/v giao đơn vị thực hiện nhiệm vụ tổ chức quản lý dự án,1607,899/UBND,23/04/2024,25/04/2024,UBND huyện Phúc Thọ,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Vũ Hữu Dũng,26/04/2024 14:17,,,
508,"Tờ trình đề nghị thẩm định, phê duyệt BC KTKT đầu tư XD dự án Kiên cố hóa giao thông và kênh mương thủy lợi nội đồng khu sản xuất thị trấn phúc Thọ (dũng)",1628,23/TTr-UBND,24/04/2024,25/04/2024,Thị Trấn Phúc Thọ,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Vũ Hữu Dũng,11/05/2024 14:43,,,
509,"Tờ trình thẩm định thiết kế BVTC DA: Cứng hóa kênh mương, giao thông trục chính nội đồng xã Hiệp Thuận",1610,291/TTR-BQLDA,24/04/2024,25/04/2024,Ban Quản lý dự án ĐTXD,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Vũ Hữu Dũng,15/05/2024 09:00,,,
510,"""TT Đề nghị thẩm định, phê duyệt nhiệm vụ và dự toán chi phí các công việc thực hiện ở giai đoạn chuẩn bị dự án DA: Cải tạo hệ thống thoát nước và chỉnh trang hai bên tuyến đường QL 32 và tỉnh lộ 418 đoạn khu trung tâm huyện Phúc Thọ.""",1602,283/TTR-BQLDA,24/04/2024,24/04/2024,Ban Quản lý dự án ĐTXD,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Vũ Hữu Dũng,25/04/2024 07:49,,,
511,"Cung cấp các chỉ tiêu, số liệu để lập Đề án phân loại đô thị thành phố Hà Nội và Báo cáo rà soát tiêu chí phân loại đô thị thành phố Hà Nội",1630,1707/QHKT-DL,24/04/2024,26/04/2024,Sở Quy hoạch Kiến trúc,"Pp giang đôn đốc và chỉ trì
Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Văn Thư phòng QLĐT,Khuất Duy Biên",,,,
755, V/v phúc đáp Công văn số 61/CV-HNT78 ngày 05/4/2024 của Trường hữu nghị T78,,908/UBND,24/04/2024,,UBND huyện Phúc Thọ,,,,,,,
506,"V/v tham gia ý kiến thẩm định điều chỉnh thời gian thực hiện dự án cải tạo nâng cấp đường tỉnh 418 (tỉnh lộ 82 cũ), đoạn Km3-Km4+500 địa bàn huyện Phúc Thọ",186,924/UBND,24/04/2024,25/04/2024,UBND huyện Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh,Khuất Duy Biên",,,,
513,V/v đề nghị chấp thuận chủ trương chuyển mục đích sử dụng đất từ đất nhà ở xã hội tại các dự án XD HTKT đấu giá QSD đất sang đất ở phục vụ tái định cư trên đại bàn huyện Phúc Thọ,181,909/UBND,24/04/2024,24/04/2024,UBND huyện Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Nguyễn Văn Tập (nguyenvantap_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). Phòng Tài nguyên và Môi trường; Trung tâm Phát triển quỹ đất; 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh,Khuất Duy Biên",,,,
514,V/v phúc đáp Công văn số 61/CV-HNT78 ngày 05/4/2024 của Trường hữu nghị T78,182,908/UBND,24/04/2024,24/04/2024,UBND huyện Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Nguyễn Văn Tập (nguyenvantap_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh,Khuất Duy Biên",,,,
515,"Quyết định Kiểm tra công tác quản lý chất lượng, an toàn, vệ sinh lao động trong thi công xây dựng công trình trên địa bàn Thành phố năm 2024",1614,273/QĐ-SXD,24/04/2024,25/04/2024,Sở Xây dựng,"pP chủ trì
Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh,Khuất Duy Biên,Hoàng Mạnh Tuấn",,,,
516,Về việc phân công nhiệm vụ công tác của Giám đốc Sở và các Phó Giám đốc Sở Xây dựng Hà Nội,1632,269QĐ-SXD,24/04/2024,26/04/2024,Sở Xây dựng,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Vũ Hữu Dũng,28/04/2024 15:59,,,
517,"V/v triển khai Thông báo kết luận Hội nghị giao ban Quý I/2023 giữa Thường trực Thành ủy - HĐND - UBND Thành phố với lãnh đạo các quận, huyện, thị xã về công tác bàn giao, cải tạo, chỉnh trang, nâng cấp và đầu tư xây dựng mới các công viên, vườn hoa trên địa bàn Thành phố",1617,4788/VP-ĐT,24/04/2024,25/04/2024,UBND thành phố Hà Nội,"Pp giang đôn đốc
Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Đặng Hoàng Giang,,,,
518,V/v tổng hợp các Dự án đầu tư công trình giao thông có thời gian thực hiện kéo dài trên địa bàn Thành phố,1615,2265/SGTVT-KHTC,24/04/2024,25/04/2024,Sở Giao thông Vận tải,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Nguyễn Văn Tập (nguyenvantap_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh,Khuất Duy Biên",,,,
512,V/v chặt hạ và thanh lý cây xanh năm trong phạm vi giải phóng mặt bằng thuộc dự án mở rộng đường liên xã Ngọc Tảo - Hát Môn - Thanh Đa (đoạn qua UBND xã Thanh Đa),183,912/UBND,24/04/2024,24/04/2024,UBND huyện Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh,Khuất Duy Biên",,,,
507,V/v thực hiện Kết luận của đồng chí Bí thư Huyện ủy,1605,915/UBND,24/04/2024,25/04/2024,UBND huyện Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh,Khuất Duy Biên",,,,
756,V/v báo cáo kết quả thẩm định nhiệm vụ và dự toán chi phí các công việc thực hiện ở giai đoạn chuẩn bị dự án Cải tạo hệ thống thoát nước và chỉnh trang hai bên tuyến đường quốc lộ 32 và tỉnh lộ 418 đoạn khu trung tâm huyện Phúc Thọ,,102/QLĐT,25/04/2024,,Quản lý đô thị,,,,,,,
497,"Thông báo kết luận của Thường trực HĐND thành phố tại Hội nghị giao ban giữa Thường trực HĐND Thành phố với Thường trực HĐND các quận, huyện, thị xã quý I năm 2024",1776,20/TB-HĐND,25/04/2024,06/05/2024,Đoàn ĐBQH và HĐND Thành phố,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Nguyễn Văn Tập (nguyenvantap_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Nguyễn Lan Anh,Khuất Duy Biên",,,,
498,Rà soát Quy hoạch hệ thống trụ sở làm việc các cơ quan tư pháp thành phố Hà Nội đến năm 2030 va tầm nhìn đến năm 2050 (lần 2).,1782,1720/QHKT-KHTH,25/04/2024,06/05/2024,Sở Quy hoạch Kiến trúc,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Vũ Hữu Dũng,15/05/2024 09:01,,,
505,"Tờ trình về việc ban hành Kế hoạch kiểm tra công tác đánh, gắn biển số nhà và biển chỉ dẫn công cộng trên địa bàn thành phố Hà Nội",1638,100/TTr-SXD(QLN),25/04/2024,26/04/2024,Sở Xây dựng,"Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Đặng Hoàng Giang,,,,
504,vv thông báo kết quả thẩm định nhiệm vụ và dự toán chi phí các công việc thực hiện ở giai đoạn chuẩn bị dự án Cải tạo hệ thống thoát nwóc và chỉnh trang hai bên tuyến đường quốc lộ 32 và tỉnh lộ 418 đoạn qua khu trung tâm huyện Phúc Thọ,102,102/QLDT,25/04/2024,,Phòng Quản lý đô thị,"Chuyển tới: Vũ Hữu Dũng (vuhuudung_hphuctho). Ban Quản lý dự án ĐTXD; 
: Phát hành",,Vũ Hữu Dũng,08/05/2024 11:17,,,
503,Báo cáo thống kê phương tiện phòng chống thiên tai năm 2024 xã Tích Giang,1604,8,25/04/2024,25/04/2024,Xã Tích Giang,"Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Đồng gửi: Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Trình Lãnh đạo Phòng",,Đặng Hoàng Giang,,,,
502,"V/v tiếp tục rà soát, xây dựng, cắt giảm, đơn giản hóa TTHC nội bộ trong cơ quan hành chính nhà nước",1608,926/UBND,25/04/2024,25/04/2024,UBND huyện Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh,Khuất Duy Biên",,,,
501,"""CV bàn giao hồ sơ báo cáo đề xuất chủ trương đầu tư dự án đầu tư công 7DA.""",1612,288/BQLDA,25/04/2024,25/04/2024,Ban Quản lý dự án ĐTXD,"Pp giang chủ trì bàn giao nhé
Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Khuất Duy Biên",,,,
500,Phê duyệt nhiệm vụ và dự toán chi phí các công việc thực hiện ở giai đoạn chuẩn bị dự án cải tạo hệ thống thoát nước và chỉnh trang hai bên tuyến đường quốc lộ 32 và tỉnh lộ 418 đoạn khu trung tâm huyện Phúc Thọ,212,1905/QĐ-UBND,25/04/2024,03/05/2024,UBND huyện Phúc Thọ,"Chuyển tới: Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Hoàng Mạnh Tuấn,Vũ Hữu Dũng",,,,
499,V/v tuyên truyền cấp phiếu lý lịch tư pháp trên ứng dụng định danh và xác thực điện tử VNeID,1625,930/UBND,25/04/2024,26/04/2024,UBND huyện Phúc Thọ,"Đồng gửi: Nguyễn Văn Tập (nguyenvantap_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Nguyễn Văn Tập,26/04/2024 19:31,,,
496,V/v xin thông tin quy hoạch tổng mặt bằng công trình Mở rộng nhà điều hành công ty Điện lực Phúc Thọ,1774,1451/PCPHUCTHO-KHVT,25/04/2024,06/05/2024,Công ty điện lực Phúc Thọ,"Dũng cấp tt, trình pp giang
Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Đặng Hoàng Giang,,,,
483,Kết luận của đồng chí Phó Chủ tịch Thường trực UBND huyện tại hội nghị làm việc với các đơn vị về việc điều chuyển tài sản công tại các khu cách ly y tế tập trung trong phòng chống dịch Covid-19 trên địa bàn huyện Phúc Thọ,1811,499/TB-UBND,26/04/2024,08/05/2024,UBND huyện Phúc Thọ,"Đồng xử lý: Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Nguyễn Văn Tập,09/05/2024 12:16,,,
482,"Kết quả thực hiện Chương trình số 03-CTr/TU của Thành ủy về""Chỉnh trang đô thị, phát triển đô thị và kinh tế đô thị giai đoạn 2021 -2025"" Quý I năm 2024 và 3 năm thực hiện Chương trình, nhiệm vụ trọng tâm 09 tháng cuối năm 2024",1773,05-BC/BCĐ,26/04/2024,06/05/2024,BCĐ chương trình số 03-CTr/TU,"Chuyển tới: Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Hoàng Mạnh Tuấn,Vũ Hữu Dũng",,,,
481,"Chỉ thị về tăng cường công tác lãnh đạo, chỉ đạo thực hiện nhiệm vụ phòng, chống thiên tai và tìm kiếm cứu nạn năm 2024",2029,39-CT/HU,26/04/2024,21/05/2024,Huyện ủy Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Nguyễn Văn Tập (nguyenvantap_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Văn Thư phòng QLĐT,Khuất Duy Biên",,,,
489,V/v tăng cường tiết kiệm điện năm 2024 và các năm tiếp theo trên địa bàn huyện,1642,934/UBND,26/04/2024,26/04/2024,UBND huyện Phúc Thọ,"Đồng gửi: Nguyễn Văn Tập (nguyenvantap_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Nguyễn Văn Tập,26/04/2024 19:49,,,
759,Vv thông báo két quả thẩm định điều chỉnh báo cáo kinh tế kỹ thuật đầu tư xây dựng dự án Đường giao thông và rãnh thoát nước xã Phúc Hòa,,104/QLĐT-TĐ,26/04/2024,,Quản lý đô thị,,,,,,,
484,"Phê duyệt điều chỉnh dự án cải tạo, nâng cấp đường giao thông nội đồng xã Phụng Thượng (giai đoạn 1)",331,1984/QĐ-UBND,26/04/2024,22/06/2024,UBND huyện Phúc Thọ,"Chuyển tới: Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,Đặng Hoàng Giang,,,,
758,"V/v thông báo kết quả thẩm định điều chỉnh Báo cáo kinh tế - kỹ thuật đầu tư xây dựng dự án: Cải tạo, nâng cấp đường giao thông nội đồng xã Phụng Thượng (giai đoạn 1)",,103/QLĐT-TĐ,26/04/2024,,Quản lý đô thị,,,,,,,
485,"V/v thay đổi mật khẩu các tài khoản phần mềm QLVB, dịch vụ công và các phần mềm khác",1940,945/UBND,26/04/2024,16/05/2024,UBND huyện Phúc Thọ,"Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Đặng Hoàng Giang (danghoanggiang_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Đặng Hoàng Giang,Nguyễn Lan Anh,Khuất Duy Biên",,,,
757,"	Phê duyệt điều chỉnh dự án cải tạo, nâng cấp đường giao thông nội đồng xã Phụng Thượng (giai đoạn 1)",,1987/QĐ-UBND,26/04/2024,,UBND huyện Phúc Thọ,,,,,,,
487,"V/v dự thảo Báo cáo kết quả thực hiện Chương trình 05-CTr/TU 3 tháng đầu năm 2024 và phương hướng, giải pháp thực hiện các chỉ tiêu, nhiệm vụ 9 tháng cuối năm 2024",1658,1761/QHKT-KHTH,26/04/2024,30/04/2024,Sở Quy hoạch Kiến trúc,"Tuấn phôid hợp với mọi người xly nhé
Chuyển tới: Văn Thư phòng QLĐT (nguyenlananh_hphuctho). Hoàng Mạnh Tuấn (hoangmanhtuan_hphuctho). Khuất Duy Biên (khuatduybien_hphuctho). Vũ Hữu Dũng (vuhuudung_hphuctho). 
: Chuyển xử lý

Chuyển tới: Nguyễn Văn Tập (nguyenvantap_hphuctho). 
: Trình Lãnh đạo Phòng",,"Nguyễn Lan Anh,Khuất Duy Biên",,,,
